listing_id,host_id,host_since,city,neighbourhood,property_type,room_type,price_per_night,minimum_nights,number_of_reviews,last_review_date,review_score,availability_365,instant_bookable,host_is_superhost,cancellation_policy,description
1658,2792,2022-01-11,Mombasa,Westlands,House,Shared room,"KES 20,780",30,134,,4.6,121,Yes,Yes,super_strict_30,Affordable stay $$$
1659,2759,2023-01-22,Nairobi,Milimani,Apartment,Shared room,18605,3,271,2019-01-20,4.42,353,0,False,flexible,
1660,4212,2024-12-13,Mombasa,Westlands,Bungalow,Private room,"KES 20,047",1,22,2017-05-01,3.75,32,Yes,Yes,,Spacious apartment with great view!!!
1661,1989,2023-07-08,Eldoret,Westlands,Villa,Shared room,12274,three,86,2020-07-04,4.86,90,0,1,super_strict_30,"Quiet neighborhood, perfect for families"
1662,3262,2020-06-21,Nakuru,Parklands,Apartment,Hotel room,"KES 16,957",30,30,2019-08-22,3.8,183,Y,False,Strict ,Luxury villa with pool & gym access
1663,3482,2024-10-13,Eldoret,Parklands,Bungalow,Hotel room,11043,2,120,,4.98,257,1,Y,flexible,
1664,4962,2021-01-25,Nakuru,Langata,Loft,Entire home/apt,5480,30,68,2015-11-09,3.51,12,N,True,strict,"Quiet neighborhood, perfect for families"
1665,1951,2015-05-28,Eldoret,Langata,Condo,Hotel room,22386,3,133,2019-09-16,3.9,23,N,True,Flexible,
1666,1722,2021-12-04,Kisumu,Karen,Loft,Entire home/apt,13076,seven,145,2018-07-08,3.8,324,Yes,Yes,moderate,Modern loft -- newly renovated
1667,4389,2015-10-08,Mombasa,Milimani,House,Shared room,19609,three,262,2020-01-21,3.52,33,0,Y,,Affordable stay $$$
1668,3079,2017-08-19,Nakuru,Langata,Loft,Hotel room,4913,7,292,2017-01-06,4.6,246,Y,N,flexible,"Quiet neighborhood, perfect for families"
1669,3717,2022-01-29,Nairobi,Westlands,Apartment,Private room,1994,30,85,2025-02-18,4.54,342,True,0,,Modern loft -- newly renovated
1670,3332,2022-09-04,Mombasa,Langata,Bungalow,Private room,2447,3,15,,4.69,18,Y,No,flexible,Spacious apartment with great view!!!
1671,4376,2025-04-30,Nairobi,CBD,Loft,Private room,1522,1,215,2021-10-20,3.89,29,Yes,0,flexible,Modern loft -- newly renovated
1672,1428,2018-03-23,Mombasa,Karen,Apartment,Shared room,2628,1,115,2016-04-25,4.17,48,Yes,0,super_strict_30,Spacious apartment with great view!!!
1673,2500,2017-07-20,Mombasa,Milimani,House,Shared room,15486,2,117,2018-11-21,4.0,179,False,Yes,Strict ,Cozy place near city center
1674,1285,2023-05-17,Eldoret,Milimani,Bungalow,Entire home/apt,17661,three,269,2021-11-19,,225,True,No,Flexible,Spacious apartment with great view!!!
1675,4215,2016-01-06,Nakuru,Nyali,Loft,Private room,17660,1,161,2015-01-21,4.16,77,True,0,moderate,Cozy place near city center
1676,4495,2019-11-13,Nakuru,Milimani,Condo,Entire home/apt,18441,7,187,,4.55,206,Y,N,,
1677,4090,2016-02-08,Mombasa,Karen,Condo,Entire home/apt,11308,seven,103,2025-05-23,4.45,34,False,Yes,moderate,"Quiet neighborhood, perfect for families"
1678,3065,2023-07-12,Kisumu,CBD,Bungalow,Hotel room,21614,seven,140,,3.67,249,True,No,Strict ,Spacious apartment with great view!!!
1679,1768,2022-02-08,Kisumu,Milimani,Condo,Hotel room,23225,2,166,2021-01-04,4.67,70,N,False,super_strict_30,Modern loft -- newly renovated
1680,3637,2022-11-23,Nairobi,Nyali,Loft,Private room,8498$,30,299,,4.2,363,N,N,super_strict_30,"Quiet neighborhood, perfect for families"
1681,2394,2024-10-14,Nairobi,Karen,Loft,Shared room,"KES 8,682",1,27,2016-09-16,,309,Y,No,Strict ,
1682,4246,2016-02-16,Eldoret,Westlands,Bungalow,Hotel room,24918$,3,271,2019-02-03,4.48,278,N,True,,
1683,4057,2019-12-23,Mombasa,Kilimani,Loft,Shared room,"KES 19,540",14,49,,3.73,151,True,False,Strict ,Affordable stay $$$
1684,1193,2016-11-12,Nairobi,Kilimani,Apartment,Entire home/apt,22057$,seven,155,2018-09-03,,226,N,No,strict,Spacious apartment with great view!!!
1685,3549,2022-10-13,Nairobi,Westlands,House,Entire home/apt,23325,,120,,3.9,242,N,0,super_strict_30,Modern loft -- newly renovated
1686,1987,2018-05-11,Mombasa,Langata,Condo,Entire home/apt,10498,2,139,,4.09,9,False,True,,Luxury villa with pool & gym access
1687,2136,2025-02-17,Eldoret,Milimani,Apartment,Entire home/apt,4812,30,15,2016-06-02,3.92,316,True,Yes,flexible,Spacious apartment with great view!!!
1688,3161,2015-04-29,Nairobi,Parklands,Bungalow,Private room,14829,5,48,2020-05-26,,47,No,0,moderate,Affordable stay $$$
1689,4293,2015-07-08,Eldoret,Kilimani,Condo,Entire home/apt,17302,2,163,,3.84,111,0,False,super_strict_30,
1690,2701,2018-08-21,Nakuru,Langata,Apartment,Hotel room,"KES 12,667",3,61,,4.71,203,No,Yes,Strict ,Luxury villa with pool & gym access
1691,1946,2023-12-06,Eldoret,Kilimani,Loft,Entire home/apt,3824,14,153,2022-04-24,4.46,156,True,0,flexible,Affordable stay $$$
1692,1830,2015-08-18,Kisumu,Westlands,Bungalow,Shared room,11139,,149,2023-05-11,4.35,342,Y,Y,strict,Affordable stay $$$
1693,4715,2018-04-16,Kisumu,Milimani,Bungalow,Hotel room,23479,seven,72,2019-11-22,3.84,25,True,Y,Flexible,Modern loft -- newly renovated
1694,2920,2019-01-08,Eldoret,Milimani,Condo,Shared room,14838,three,68,2019-06-27,4.88,307,False,1,strict,Luxury villa with pool & gym access
1695,4335,2019-03-16,Kisumu,Langata,Loft,Shared room,12253,,176,2017-10-21,3.79,165,No,1,flexible,Spacious apartment with great view!!!
1696,3972,2019-10-31,Nakuru,Westlands,Condo,Private room,"KES 7,484",seven,1,,4.69,248,N,No,,"Quiet neighborhood, perfect for families"
1697,1054,2016-08-19,Mombasa,Langata,Villa,Private room,20395,5,118,2024-12-13,4.9,261,True,N,,
1698,4942,2017-09-27,Kisumu,Milimani,Apartment,Shared room,16642,5,6,2025-10-14,,263,1,N,flexible,"Quiet neighborhood, perfect for families"
1699,4714,2020-12-15,Kisumu,Parklands,Villa,Shared room,12563,seven,254,2021-07-18,4.2,16,No,0,,Spacious apartment with great view!!!
1700,1799,2019-08-15,Eldoret,Milimani,Apartment,Entire home/apt,"KES 1,862",three,74,2021-08-03,5.0,75,Yes,1,Strict ,Affordable stay $$$
1701,1777,2021-05-07,Nakuru,Karen,House,Hotel room,4954$,2,194,2023-11-27,4.48,253,No,False,,Cozy place near city center
1702,2481,2022-08-24,Mombasa,Parklands,Bungalow,Entire home/apt,20682,three,186,2023-02-05,3.83,205,N,1,Flexible,Cozy place near city center
1703,2901,2023-11-21,Eldoret,Langata,Condo,Private room,22504,1,2,2024-11-25,,33,Y,Yes,Strict ,Modern loft -- newly renovated
1704,3209,2017-01-07,Eldoret,Karen,House,Private room,4755,seven,183,2021-09-08,3.81,146,Y,True,moderate,Cozy place near city center
1705,4451,2016-11-27,Nakuru,Westlands,House,Entire home/apt,19101,seven,272,2024-02-24,,325,N,1,,"Quiet neighborhood, perfect for families"
1706,3134,2016-12-18,Mombasa,CBD,Bungalow,Hotel room,"KES 19,369",three,51,2016-03-16,3.99,337,N,0,Flexible,"Quiet neighborhood, perfect for families"
1707,1054,2015-11-20,Nakuru,Kilimani,Bungalow,Shared room,6849,7,262,2019-10-25,3.51,227,Y,N,Flexible,"Quiet neighborhood, perfect for families"
1708,4547,2021-11-01,Mombasa,Karen,Apartment,Entire home/apt,8695,7,132,,4.52,117,No,No,moderate,"Quiet neighborhood, perfect for families"
1709,2823,2024-10-06,Nakuru,Kilimani,Villa,Private room,11547,3,224,2025-01-25,3.9,164,N,0,strict,Spacious apartment with great view!!!
1710,2201,2019-04-16,Eldoret,Nyali,Loft,Hotel room,"KES 9,250",7,60,2015-09-21,4.72,37,0,False,flexible,Cozy place near city center
1711,4462,2021-12-13,Eldoret,Westlands,Apartment,Private room,23963,5,15,2024-12-22,4.04,357,Y,Yes,strict,Luxury villa with pool & gym access
1712,4420,2022-08-30,Nairobi,CBD,Loft,Hotel room,10899,1,228,,3.4,295,False,0,,
1713,4079,2017-09-13,Kisumu,Nyali,House,Hotel room,15186,seven,194,2021-07-31,4.95,136,No,False,,"Quiet neighborhood, perfect for families"
1714,1832,2020-07-31,Nakuru,Nyali,Loft,Hotel room,9535,,250,2021-10-09,3.86,308,False,No,Strict ,Cozy place near city center
1715,1312,2025-03-27,Nairobi,Milimani,Villa,Entire home/apt,3007,5,47,2022-03-27,4.58,245,0,No,super_strict_30,Cozy place near city center
1716,3806,2021-07-16,Kisumu,Nyali,Apartment,Entire home/apt,18887$,3,234,2020-12-12,,197,Yes,True,,Affordable stay $$$
1717,2858,2016-08-09,Nakuru,Westlands,Bungalow,Entire home/apt,24287,14,120,2015-05-03,4.63,65,True,True,,"Quiet neighborhood, perfect for families"
1718,3007,2017-08-09,Mombasa,Karen,Villa,Hotel room,"KES 16,276",1,49,,3.83,79,False,1,Strict ,"Quiet neighborhood, perfect for families"
1719,3006,2020-03-03,Kisumu,Westlands,Villa,Hotel room,18809,7,40,2019-10-25,4.25,51,False,True,super_strict_30,
1720,3490,2022-02-25,Eldoret,Karen,Apartment,Private room,8083,30,21,2019-01-05,3.1,128,True,N,flexible,Modern loft -- newly renovated
1721,2790,2017-11-06,Nairobi,Nyali,Bungalow,Shared room,5427,2,181,2017-05-31,4.66,0,No,True,flexible,Cozy place near city center
1722,1327,2020-02-26,Kisumu,Nyali,Villa,Entire home/apt,18869,,4,2019-03-04,4.43,166,Yes,0,Flexible,Affordable stay $$$
1723,4125,2017-11-11,Kisumu,Parklands,Bungalow,Hotel room,17297,seven,144,,4.21,15,True,True,flexible,Cozy place near city center
1724,3808,2022-06-24,Eldoret,CBD,Condo,Private room,"KES 5,731",14,77,2015-02-09,4.67,144,0,No,moderate,Luxury villa with pool & gym access
1725,4310,2015-02-08,Nakuru,Karen,Condo,Private room,6802,2,230,2015-02-14,3.85,111,Y,N,moderate,Cozy place near city center
1726,4300,2025-01-29,Mombasa,Nyali,Condo,Private room,6791,three,296,2017-05-25,4.63,101,Yes,N,super_strict_30,Luxury villa with pool & gym access
1727,3626,2024-01-09,Eldoret,Milimani,Loft,Entire home/apt,2408,three,208,2023-12-02,4.8,81,No,0,strict,Modern loft -- newly renovated
1728,4122,2020-03-20,Mombasa,Parklands,Villa,Entire home/apt,16623,1,162,2017-08-10,,98,1,False,Flexible,Affordable stay $$$
1729,4680,2025-02-08,Nakuru,Kilimani,Apartment,Shared room,14377,1,167,2019-04-29,,158,N,1,strict,Affordable stay $$$
1730,4675,2018-03-24,Kisumu,Parklands,Apartment,Private room,"KES 15,739",1,277,2017-05-19,4.82,39,No,False,super_strict_30,Spacious apartment with great view!!!
1731,4054,2022-08-07,Mombasa,CBD,Loft,Entire home/apt,22935,5,236,2016-02-26,4.68,154,Y,True,moderate,Modern loft -- newly renovated
1732,2287,2021-02-16,Nairobi,Westlands,Apartment,Private room,"KES 4,086",5,175,2023-01-12,4.11,35,False,Yes,Strict ,Spacious apartment with great view!!!
1733,4489,2016-10-09,Nairobi,CBD,Condo,Hotel room,10835,three,52,2024-11-27,4.97,246,False,0,,
1734,4874,2015-10-30,Eldoret,Kilimani,Villa,Private room,17140,1,9,2022-07-12,4.07,3,True,False,Flexible,Cozy place near city center
1735,3143,2019-12-15,Nakuru,Parklands,Apartment,Shared room,19215,,145,,4.46,280,No,Yes,super_strict_30,
1736,2111,2025-08-07,Eldoret,Karen,Apartment,Entire home/apt,24735,3,226,2019-09-24,3.74,350,False,Y,strict,"Quiet neighborhood, perfect for families"
1737,4149,2018-11-16,Eldoret,Westlands,House,Hotel room,12034,1,235,2019-11-18,4.97,333,No,N,super_strict_30,Spacious apartment with great view!!!
1738,2311,2021-08-03,Eldoret,Westlands,House,Entire home/apt,3306,seven,241,2018-08-04,,248,0,False,super_strict_30,"Quiet neighborhood, perfect for families"
1739,4191,2018-05-10,Nairobi,Karen,House,Hotel room,"KES 11,792",,70,,4.56,11,True,False,flexible,Cozy place near city center
1740,3861,2022-03-02,Nairobi,Langata,Villa,Private room,18689$,seven,157,,4.3,282,N,No,moderate,"Quiet neighborhood, perfect for families"
1741,3538,2025-10-15,Eldoret,Langata,Condo,Private room,22031,30,18,2015-07-11,3.6,215,1,1,Flexible,"Quiet neighborhood, perfect for families"
1742,4983,2019-10-04,Nairobi,CBD,Bungalow,Shared room,12467,three,54,2019-09-22,4.65,318,0,N,flexible,"Quiet neighborhood, perfect for families"
1743,1451,2022-09-28,Nakuru,Nyali,Condo,Shared room,17955,1,214,,4.66,310,False,Yes,moderate,Spacious apartment with great view!!!
1744,2523,2017-10-21,Eldoret,Langata,Condo,Hotel room,1527,7,208,2021-09-29,,81,Y,No,super_strict_30,Spacious apartment with great view!!!
1745,1164,2020-02-15,Nairobi,CBD,Villa,Shared room,10160,2,20,2019-04-18,,13,Yes,Y,moderate,Affordable stay $$$
1746,1181,2024-06-24,Mombasa,Langata,Villa,Shared room,21867,1,281,2015-03-29,4.51,55,Y,Y,strict,
1747,3516,2018-05-22,Eldoret,Kilimani,House,Shared room,8555,3,248,2022-03-21,2.9,341,True,Yes,Flexible,Modern loft -- newly renovated
1748,1909,2017-03-26,Eldoret,Milimani,Apartment,Shared room,24574,30,27,2021-06-16,4.23,281,True,0,flexible,"Quiet neighborhood, perfect for families"
1749,3782,2019-04-25,Nakuru,Nyali,Loft,Private room,11116,1,295,2025-03-23,3.67,198,0,True,Flexible,Spacious apartment with great view!!!
1750,1822,2024-07-27,Kisumu,CBD,Loft,Shared room,11940,2,210,2016-06-20,4.21,347,True,False,super_strict_30,
1751,1943,2020-06-02,Kisumu,Milimani,Bungalow,Private room,5332,2,284,2019-07-08,3.87,165,True,N,strict,Luxury villa with pool & gym access
1752,3001,2016-03-12,Nakuru,Milimani,Apartment,Private room,17470,5,19,,4.02,291,Y,N,moderate,"Quiet neighborhood, perfect for families"
1753,3054,2017-08-29,Nakuru,Parklands,Bungalow,Entire home/apt,"KES 14,607",3,19,2020-11-30,,145,0,N,,Modern loft -- newly renovated
1754,1329,2019-04-12,Nakuru,Langata,House,Private room,15277,3,119,,,77,No,Y,moderate,Modern loft -- newly renovated
1755,1774,2021-05-31,Kisumu,Parklands,Bungalow,Private room,17454,,96,2015-10-12,3.74,111,Y,False,strict,Spacious apartment with great view!!!
1756,4744,2019-01-10,Nakuru,Karen,Apartment,Shared room,18443$,7,119,2024-04-22,3.85,22,0,N,,Modern loft -- newly renovated
1757,3198,2021-06-12,Nairobi,Kilimani,Apartment,Private room,9457,3,24,2023-02-10,3.61,115,False,Y,moderate,Cozy place near city center
1758,4156,2018-04-26,Eldoret,Kilimani,Loft,Hotel room,14166,30,152,2018-07-23,4.88,141,N,N,flexible,Cozy place near city center
1759,1146,2022-11-04,Eldoret,Kilimani,House,Shared room,"KES 21,715",7,244,2019-06-28,,196,1,True,Strict ,Cozy place near city center
1760,4695,2018-04-24,Mombasa,Nyali,Villa,Shared room,11610,5,259,,4.3,277,Y,1,moderate,Cozy place near city center
1761,4452,2015-03-31,Mombasa,Westlands,Bungalow,Shared room,8844,3,3,2020-07-15,4.1,27,0,1,super_strict_30,"Quiet neighborhood, perfect for families"
1762,1914,2024-04-22,Eldoret,Nyali,Loft,Entire home/apt,23055,5,142,2019-05-31,3.6,298,0,Yes,moderate,Cozy place near city center
1763,2571,2022-05-20,Nairobi,CBD,Bungalow,Shared room,17962,2,281,2020-02-05,4.44,75,N,Y,Flexible,Luxury villa with pool & gym access
1764,2308,2019-06-10,Kisumu,Milimani,Bungalow,Private room,15196$,1,219,2022-03-10,4.88,17,1,Y,super_strict_30,Cozy place near city center
1765,3747,2018-01-29,Kisumu,Milimani,Villa,Hotel room,"KES 22,813",3,159,2016-05-12,,99,True,0,moderate,Luxury villa with pool & gym access
1766,1081,2015-02-03,Nairobi,Parklands,House,Shared room,21531,2,75,2025-07-07,3.77,123,Yes,N,moderate,Modern loft -- newly renovated
1767,1513,2021-05-07,Kisumu,Westlands,Apartment,Shared room,2531$,1,98,2015-04-30,3.94,364,False,Y,super_strict_30,Luxury villa with pool & gym access
1768,2920,2024-09-13,Nakuru,CBD,Condo,Hotel room,19956,1,179,2024-04-04,4.9,291,1,True,flexible,Luxury villa with pool & gym access
1769,3862,2022-09-10,Eldoret,Westlands,Bungalow,Shared room,24795,2,126,,4.06,124,Y,False,,Spacious apartment with great view!!!
1770,3756,2023-09-23,Eldoret,Milimani,Condo,Entire home/apt,"KES 16,590",seven,31,,3.53,6,Yes,True,,Cozy place near city center
1771,2939,2023-05-09,Nairobi,Langata,House,Private room,23972,7,264,2022-09-17,3.72,22,False,Y,Strict ,Luxury villa with pool & gym access
1772,4594,2025-12-01,Kisumu,Nyali,Condo,Hotel room,17316,seven,12,2017-07-16,3.54,161,1,1,Strict ,
1773,1745,2015-07-20,Mombasa,Kilimani,Bungalow,Hotel room,19368,three,201,,,116,False,Y,,Luxury villa with pool & gym access
1774,4070,2025-03-18,Mombasa,Milimani,Villa,Entire home/apt,"KES 11,937",14,17,,,351,Y,False,flexible,Cozy place near city center
1775,2409,2021-10-19,Kisumu,Karen,Condo,Private room,16953,1,92,2019-02-19,5.0,20,True,False,moderate,"Quiet neighborhood, perfect for families"
1776,1706,2023-05-11,Mombasa,Kilimani,House,Entire home/apt,23722,,279,2021-01-10,3.92,251,True,N,Strict ,Cozy place near city center
1777,1470,2020-07-27,Nairobi,Milimani,House,Private room,15758,7,59,2025-06-23,4.89,325,1,Y,flexible,Modern loft -- newly renovated
1778,4190,2024-05-04,Nairobi,Nyali,Villa,Entire home/apt,3050,1,213,2015-08-04,4.99,308,No,N,flexible,Affordable stay $$$
1779,1395,2025-02-20,Kisumu,Westlands,Condo,Shared room,14477,30,99,2023-10-21,4.4,83,False,0,Strict ,Modern loft -- newly renovated
1780,2555,2025-02-15,Mombasa,Langata,Condo,Entire home/apt,23381,,0,,3.55,361,True,Y,,Modern loft -- newly renovated
1781,3308,2018-03-18,Nairobi,Langata,Apartment,Hotel room,6182,three,42,,3.62,40,False,Yes,super_strict_30,Luxury villa with pool & gym access
1782,1804,2023-09-13,Nairobi,Kilimani,Loft,Hotel room,15939,three,167,2017-12-16,,202,Yes,Y,strict,Cozy place near city center
1783,1933,2023-12-17,Nakuru,Nyali,House,Hotel room,19713,30,191,2021-11-14,4.22,127,Yes,N,,Spacious apartment with great view!!!
1784,2279,2017-07-31,Nakuru,Langata,Apartment,Entire home/apt,5251,2,33,2019-04-04,4.11,141,False,Y,super_strict_30,Luxury villa with pool & gym access
1785,2757,2021-10-22,Nairobi,Langata,House,Hotel room,23965,7,33,2016-11-28,4.41,343,1,Yes,,"Quiet neighborhood, perfect for families"
1786,1904,2023-12-29,Kisumu,CBD,Apartment,Hotel room,14414,5,175,2021-07-17,3.3,102,False,No,moderate,Spacious apartment with great view!!!
1787,4297,2018-12-14,Eldoret,Karen,Loft,Shared room,11723,7,195,2016-06-01,4.9,106,1,1,super_strict_30,Affordable stay $$$
1788,2076,2017-06-16,Eldoret,Kilimani,Apartment,Shared room,"KES 16,898",,157,2016-08-29,,16,0,Yes,Flexible,"Quiet neighborhood, perfect for families"
1789,3987,2022-02-20,Nairobi,Westlands,House,Private room,8101,seven,244,2024-12-15,4.3,24,1,No,strict,Affordable stay $$$
1790,2890,2017-02-17,Nairobi,Langata,Condo,Private room,22343,5,70,2025-01-15,4.54,63,True,True,,Cozy place near city center
1791,2523,2021-12-18,Nairobi,CBD,House,Private room,5356,three,113,2020-01-05,,341,1,N,strict,Affordable stay $$$
1792,4577,2017-10-23,Kisumu,Nyali,Bungalow,Entire home/apt,14161,three,284,2020-11-07,4.84,236,No,N,flexible,Luxury villa with pool & gym access
1793,3901,2022-08-08,Nakuru,Langata,Villa,Private room,"KES 17,091",2,142,2021-06-25,3.72,175,N,Y,Flexible,Luxury villa with pool & gym access
1794,2387,2023-06-22,Nairobi,Parklands,Villa,Entire home/apt,"KES 7,682",14,96,2020-06-30,3.84,290,1,1,moderate,Modern loft -- newly renovated
1795,2303,2023-01-31,Nairobi,Karen,Bungalow,Entire home/apt,23967,7,211,2018-08-11,3.66,292,No,1,flexible,Spacious apartment with great view!!!
1796,1592,2023-08-10,Mombasa,Westlands,Villa,Private room,"KES 9,470",2,184,2020-05-31,3.71,310,True,Y,super_strict_30,Luxury villa with pool & gym access
1797,3761,2022-05-24,Kisumu,Nyali,Villa,Private room,16654,,204,2017-12-16,4.27,155,False,N,super_strict_30,"Quiet neighborhood, perfect for families"
1798,4229,2022-08-20,Nairobi,Nyali,Loft,Entire home/apt,"KES 3,594",5,215,2022-12-23,3.98,52,N,1,Strict ,Cozy place near city center
1799,3679,2024-05-26,Mombasa,Kilimani,Condo,Shared room,13595,30,245,,4.13,72,1,False,flexible,Luxury villa with pool & gym access
1800,3106,2016-07-14,Eldoret,Langata,Condo,Hotel room,24122,1,238,2024-10-15,4.97,182,False,No,Flexible,"Quiet neighborhood, perfect for families"
1801,4798,2022-01-17,Nairobi,Kilimani,House,Hotel room,20916,seven,292,2022-04-04,3.74,188,0,Y,flexible,Spacious apartment with great view!!!
1802,1127,2016-02-02,Nairobi,Westlands,Bungalow,Hotel room,15172,,7,2017-04-23,4.31,12,N,Yes,flexible,Cozy place near city center
1803,1735,2025-02-17,Mombasa,Parklands,Apartment,Shared room,"KES 19,432",1,77,2015-11-04,3.65,46,True,False,flexible,Affordable stay $$$
1804,3768,2022-01-14,Kisumu,Langata,House,Entire home/apt,"KES 15,728",7,276,2015-09-04,3.98,159,No,0,strict,"Quiet neighborhood, perfect for families"
1805,4953,2022-04-01,Nairobi,Milimani,House,Private room,"KES 10,059",30,201,2022-07-09,4.29,283,True,0,Strict ,Spacious apartment with great view!!!
1806,4186,2015-06-11,Eldoret,Langata,House,Entire home/apt,"KES 1,564",three,213,2024-03-06,4.8,52,1,No,,"Quiet neighborhood, perfect for families"
1807,4280,2018-06-19,Nairobi,Parklands,House,Entire home/apt,4799,2,93,2020-06-20,4.09,286,Yes,0,moderate,
1808,3573,2023-11-05,Eldoret,Milimani,Condo,Private room,6349,5,74,,3.6,7,1,1,moderate,
1809,1520,2019-12-11,Nakuru,Nyali,Apartment,Shared room,7139,2,156,2021-08-15,4.08,71,1,0,moderate,
1810,3599,2015-05-17,Nakuru,Kilimani,House,Hotel room,"KES 19,919",5,152,2020-10-06,3.72,97,0,Y,strict,Cozy place near city center
1811,1236,2021-07-01,Eldoret,Karen,Condo,Hotel room,"KES 12,555",14,141,2023-07-12,3.84,86,Yes,True,Strict ,Spacious apartment with great view!!!
1812,2304,2019-02-03,Kisumu,Langata,House,Entire home/apt,23558,14,77,2022-12-12,4.43,329,Y,Yes,Flexible,Modern loft -- newly renovated
1813,4430,2023-03-19,Nairobi,Karen,Villa,Shared room,20112,2,181,2016-09-22,3.6,100,True,False,Strict ,
1814,4272,2016-06-22,Nairobi,Langata,House,Hotel room,23504,5,194,2016-03-08,4.2,280,Yes,0,strict,
1815,2781,2016-01-05,Nakuru,Nyali,Bungalow,Shared room,18480,5,157,2017-06-15,,288,0,True,Flexible,Spacious apartment with great view!!!
1816,2301,2025-03-14,Eldoret,Kilimani,Bungalow,Private room,"KES 21,490",1,145,2019-04-29,4.41,236,Y,No,flexible,Luxury villa with pool & gym access
1817,4306,2018-04-23,Nairobi,Westlands,House,Entire home/apt,12366,2,53,2024-09-24,4.13,195,No,N,super_strict_30,"Quiet neighborhood, perfect for families"
1818,3541,2018-08-31,Nairobi,Westlands,Loft,Entire home/apt,5389,3,276,2017-04-11,3.53,96,Yes,N,flexible,Cozy place near city center
1819,3051,2023-05-20,Kisumu,Westlands,Villa,Shared room,21390,7,82,2017-02-08,4.98,95,Y,No,moderate,Luxury villa with pool & gym access
1820,3713,2019-08-29,Mombasa,Langata,Apartment,Hotel room,16958,three,155,,4.05,260,True,Yes,flexible,Modern loft -- newly renovated
1821,1441,2016-12-20,Nakuru,Langata,House,Shared room,19279,14,3,2022-09-11,4.67,120,Y,Yes,strict,Modern loft -- newly renovated
1822,3076,2017-04-02,Nakuru,Karen,Apartment,Private room,1952,3,270,2024-10-02,3.99,365,False,True,moderate,Cozy place near city center
1823,4180,2016-06-25,Mombasa,Kilimani,Villa,Hotel room,12495,14,63,2016-02-23,,272,Yes,1,super_strict_30,Spacious apartment with great view!!!
1824,3657,2023-10-27,Nairobi,Parklands,House,Hotel room,4131,30,111,,4.21,331,True,N,Flexible,Spacious apartment with great view!!!
1825,4798,2021-01-18,Kisumu,Langata,Loft,Shared room,3686,14,238,2023-05-10,4.08,51,True,N,Flexible,"Quiet neighborhood, perfect for families"
1826,1804,2024-10-29,Kisumu,Kilimani,Condo,Private room,7467,,143,,4.01,317,1,Y,moderate,"Quiet neighborhood, perfect for families"
1827,1074,2025-11-23,Nakuru,Karen,Loft,Hotel room,24258,14,19,,3.53,162,Yes,Y,,
1828,3885,2019-02-07,Kisumu,Langata,Loft,Entire home/apt,23242,1,63,2017-12-28,3.1,189,Yes,True,,Luxury villa with pool & gym access
1829,4217,2020-12-14,Mombasa,Westlands,Condo,Private room,5848,3,288,,4.83,276,Y,Y,flexible,Cozy place near city center
1830,3175,2020-08-17,Nairobi,Westlands,Condo,Hotel room,2959$,30,80,2020-01-29,4.54,84,1,Y,,Affordable stay $$$
1831,4924,2025-03-30,Mombasa,Nyali,Bungalow,Shared room,"KES 3,442",5,196,2016-04-29,3.72,193,1,False,Strict ,Modern loft -- newly renovated
1832,3089,2018-01-21,Eldoret,Milimani,Condo,Hotel room,16396,5,68,2015-12-11,3.8,180,0,False,Strict ,Modern loft -- newly renovated
1833,2379,2024-04-24,Nakuru,CBD,House,Entire home/apt,23306,30,185,2017-05-18,4.84,20,No,False,Flexible,Modern loft -- newly renovated
1834,1040,2016-11-04,Kisumu,Parklands,Apartment,Private room,15907,seven,166,,4.55,202,N,False,Strict ,Luxury villa with pool & gym access
1835,3981,2017-11-18,Eldoret,Milimani,Bungalow,Hotel room,"KES 17,122",2,204,2020-09-11,3.72,201,Yes,N,moderate,Affordable stay $$$
1836,3081,2025-04-01,Kisumu,Langata,Bungalow,Entire home/apt,16057,seven,163,2019-12-13,,150,N,N,Strict ,Modern loft -- newly renovated
1837,4088,2024-03-31,Nairobi,Kilimani,Apartment,Hotel room,23080,3,93,2016-02-05,4.8,158,Yes,No,strict,
1838,2700,2025-08-03,Nairobi,Langata,Bungalow,Hotel room,17945,14,248,,2.9,309,0,True,Flexible,"Quiet neighborhood, perfect for families"
1839,4224,2020-05-27,Nairobi,Kilimani,Condo,Private room,19378,5,67,2025-05-29,4.18,25,False,Yes,super_strict_30,Affordable stay $$$
1840,4045,2025-11-06,Kisumu,Kilimani,Loft,Shared room,"KES 19,064",1,20,2018-04-19,4.29,308,1,True,Strict ,Modern loft -- newly renovated
1841,2401,2024-01-17,Eldoret,Milimani,Villa,Shared room,14593,seven,84,,4.78,65,N,True,strict,
1842,1587,2018-04-23,Nairobi,CBD,Condo,Entire home/apt,24152,14,23,,,262,False,1,strict,Modern loft -- newly renovated
1843,2622,2023-05-16,Eldoret,Nyali,Loft,Entire home/apt,4288,three,110,2021-10-24,4.9,166,1,False,moderate,Cozy place near city center
1844,4700,2024-10-05,Kisumu,Milimani,Loft,Entire home/apt,"KES 11,900",2,82,2019-11-11,,287,No,Yes,Flexible,Modern loft -- newly renovated
1845,4945,2018-10-19,Eldoret,CBD,Bungalow,Private room,22520,30,77,,,153,0,False,moderate,Affordable stay $$$
1846,1341,2024-01-08,Kisumu,Westlands,House,Shared room,22605,14,139,,4.89,342,True,Yes,super_strict_30,"Quiet neighborhood, perfect for families"
